DID,turns,emotion,set
MPATHY-003186,3,anxious,train
MPATHY-003187,3,jealous,train
MPATHY-003188,3,anxious,train
MPATHY-003189,3,prepared,train
MPATHY-003190,3,afraid,train
MPATHY-003191,3,excited,train
MPATHY-003192,4,terrified,train
MPATHY-003193,3,angry,train
MPATHY-003194,3,surprised,train
MPATHY-003195,3,disgusted,train
MPATHY-003196,3,faithful,train
MPATHY-003197,4,jealous,train
MPATHY-003198,3,guilty,train
MPATHY-003200,3,angry,train
MPATHY-003201,3,anticipating,train
MPATHY-003202,3,hopeful,train
MPATHY-003203,3,furious,train
MPATHY-003204,3,proud,train
MPATHY-003205,3,prepared,train
MPATHY-003206,4,disgusted,train
MPATHY-003207,5,disappointed,train
MPATHY-003208,3,confident,train
MPATHY-003209,3,prepared,train
MPATHY-003210,3,surprised,train
MPATHY-003211,3,proud,train
MPATHY-003212,3,furious,train
MPATHY-003213,3,prepared,train
MPATHY-003214,6,caring,train
MPATHY-003216,3,grateful,train
MPATHY-003217,3,grateful,train
MPATHY-003218,4,sad,train
MPATHY-003219,3,ashamed,train
MPATHY-003220,3,hopeful,train
MPATHY-003221,3,devastated,train
MPATHY-003222,3,disgusted,train
MPATHY-003223,3,jealous,train
MPATHY-003224,3,devastated,train
MPATHY-003225,3,afraid,train
MPATHY-003226,3,hopeful,train
MPATHY-003227,4,disgusted,train
MPATHY-003228,3,jealous,train
MPATHY-003230,4,lonely,train
MPATHY-003231,3,jealous,train
MPATHY-003233,3,annoyed,train
MPATHY-003234,4,impressed,train
MPATHY-003235,5,disappointed,train
MPATHY-003236,3,surprised,train
MPATHY-003237,3,annoyed,train
MPATHY-003238,3,disgusted,train
MPATHY-003239,3,grateful,train
MPATHY-003240,3,proud,train
MPATHY-003241,3,surprised,train
MPATHY-003242,4,angry,train
MPATHY-003243,3,surprised,train
MPATHY-003244,4,ashamed,train
MPATHY-003245,3,caring,train
MPATHY-003246,3,afraid,train
MPATHY-003247,4,annoyed,train
MPATHY-003248,3,trusting,train
MPATHY-003249,4,excited,train
MPATHY-003250,3,anticipating,train
MPATHY-003251,3,lonely,train
MPATHY-003252,4,impressed,train
MPATHY-003253,3,confident,train
MPATHY-003254,3,caring,train
MPATHY-003256,3,grateful,train
MPATHY-003257,3,guilty,train
MPATHY-003258,3,guilty,train
MPATHY-003259,3,anxious,train
MPATHY-003260,3,devastated,train
MPATHY-003261,3,excited,train
MPATHY-003262,3,excited,train
MPATHY-003263,3,content,train
MPATHY-003264,3,lonely,train
MPATHY-003265,4,sad,train
MPATHY-003266,4,terrified,train
MPATHY-003267,5,surprised,train
MPATHY-003269,3,nostalgic,train
MPATHY-003270,3,disappointed,train
MPATHY-003271,3,grateful,train
MPATHY-003272,3,sad,train
MPATHY-003273,3,anticipating,train
MPATHY-003274,3,apprehensive,train
MPATHY-003275,3,jealous,train
MPATHY-003276,4,disappointed,train
MPATHY-003277,3,nostalgic,train
MPATHY-003278,3,nostalgic,train
MPATHY-003279,3,prepared,train
MPATHY-003280,3,annoyed,train
MPATHY-003281,3,sad,train
MPATHY-003282,3,excited,train
MPATHY-003283,4,afraid,train
MPATHY-003284,3,anxious,train
MPATHY-003285,3,afraid,train
MPATHY-003286,3,angry,train
MPATHY-003287,3,apprehensive,train
MPATHY-003288,3,jealous,train
MPATHY-003289,3,hopeful,train
MPATHY-003290,3,excited,train
MPATHY-003291,3,excited,train
MPATHY-003292,3,hopeful,train
MPATHY-003293,3,nostalgic,train
MPATHY-003294,3,hopeful,train
MPATHY-003295,3,prepared,train
MPATHY-003296,3,annoyed,train
MPATHY-003297,3,guilty,train
MPATHY-003298,3,annoyed,train
MPATHY-003299,3,terrified,train
MPATHY-003300,3,caring,train
MPATHY-003302,3,guilty,train
MPATHY-003303,4,proud,train
MPATHY-003304,3,confident,train
MPATHY-003305,3,embarrassed,train
MPATHY-003306,3,jealous,train
MPATHY-003307,3,sad,train
MPATHY-003308,3,surprised,train
MPATHY-003309,3,afraid,train
MPATHY-003310,3,sad,train
MPATHY-003311,4,angry,train
MPATHY-003312,3,sad,train
MPATHY-003313,3,caring,train
MPATHY-003314,3,disappointed,train
MPATHY-003315,3,hopeful,train
MPATHY-003316,4,ashamed,train
MPATHY-003317,3,caring,train
MPATHY-003318,4,apprehensive,train
MPATHY-003319,3,hopeful,train
MPATHY-003320,4,devastated,train
MPATHY-003321,3,confident,train
MPATHY-003322,3,jealous,train
MPATHY-003323,3,lonely,train
MPATHY-003324,3,furious,train
MPATHY-003325,3,afraid,train
MPATHY-003326,3,devastated,train
MPATHY-003327,4,furious,train
MPATHY-003328,3,apprehensive,train
MPATHY-003329,3,furious,train
MPATHY-003330,3,hopeful,train
MPATHY-003331,4,lonely,train
MPATHY-003333,4,embarrassed,train
MPATHY-003334,3,jealous,train
MPATHY-003335,3,impressed,train
MPATHY-003336,3,joyful,train
MPATHY-003337,3,hopeful,train
MPATHY-003338,3,sad,train
MPATHY-003339,4,grateful,train
MPATHY-003340,3,sad,train
MPATHY-003341,3,terrified,train
MPATHY-003342,3,prepared,train
MPATHY-003343,4,anticipating,train
MPATHY-003344,3,lonely,train
MPATHY-003345,3,joyful,train
MPATHY-003346,3,terrified,train
MPATHY-003348,3,annoyed,train
MPATHY-003349,4,devastated,train
MPATHY-003350,4,embarrassed,train
MPATHY-003351,3,sad,train
MPATHY-003352,3,angry,train
MPATHY-003353,3,grateful,train
MPATHY-003354,3,impressed,train
MPATHY-003355,6,lonely,train
MPATHY-003356,3,embarrassed,train
MPATHY-003357,3,lonely,train
MPATHY-003358,3,joyful,train
MPATHY-003360,3,content,train
MPATHY-003362,3,anticipating,train
MPATHY-003363,4,annoyed,train
MPATHY-003364,3,annoyed,train
MPATHY-003365,3,sad,train
MPATHY-003366,4,furious,train
MPATHY-003367,3,grateful,train
MPATHY-003368,3,joyful,train
MPATHY-003369,3,surprised,train
MPATHY-003370,3,guilty,train
MPATHY-003371,3,excited,train
MPATHY-003372,5,angry,train
MPATHY-003373,4,disgusted,train
MPATHY-003374,3,guilty,train
MPATHY-003375,3,grateful,train
MPATHY-003376,3,surprised,train
MPATHY-003377,4,disappointed,train
MPATHY-003378,3,nostalgic,train
MPATHY-003379,4,impressed,train
MPATHY-003381,3,impressed,train
MPATHY-003382,3,hopeful,train
MPATHY-003383,3,sad,train
MPATHY-003384,4,joyful,train
MPATHY-003385,3,content,train
MPATHY-003386,3,embarrassed,train
MPATHY-003387,3,prepared,train
MPATHY-003388,3,ashamed,train
MPATHY-003389,3,anticipating,train
MPATHY-003390,3,nostalgic,train
MPATHY-003391,3,anxious,train
MPATHY-003392,4,proud,train
MPATHY-003393,3,lonely,train
MPATHY-003394,3,anticipating,train
MPATHY-003396,3,caring,train
MPATHY-003397,3,prepared,train
MPATHY-003398,4,anxious,train
MPATHY-003399,3,anxious,train
MPATHY-003400,3,faithful,train
MPATHY-003401,3,impressed,train
MPATHY-003402,4,anticipating,train
MPATHY-003403,3,devastated,train
MPATHY-003404,3,confident,train
MPATHY-003405,3,excited,train
MPATHY-003406,3,annoyed,train
MPATHY-003407,3,excited,train
MPATHY-003408,3,excited,train
MPATHY-003409,5,surprised,train
MPATHY-003410,3,hopeful,train
MPATHY-003411,4,sad,train
MPATHY-003412,3,devastated,train
MPATHY-003413,4,grateful,train
MPATHY-003415,3,surprised,train
MPATHY-003416,3,annoyed,train
MPATHY-003417,4,jealous,train
MPATHY-003418,3,grateful,train
MPATHY-003419,3,confident,train
MPATHY-003420,3,joyful,train
MPATHY-003421,3,disgusted,train
MPATHY-003422,3,afraid,train
MPATHY-003423,4,anxious,train
MPATHY-003424,3,surprised,train
MPATHY-003426,3,lonely,train
MPATHY-003427,3,content,train
MPATHY-003428,3,sad,train
MPATHY-003429,3,caring,train
MPATHY-003430,3,lonely,train
MPATHY-003431,3,guilty,train
MPATHY-003432,3,excited,train
MPATHY-003433,3,furious,train
MPATHY-003435,3,surprised,train
MPATHY-003436,3,content,train
MPATHY-003437,4,embarrassed,train
MPATHY-003438,3,joyful,train
MPATHY-003440,3,nostalgic,train
MPATHY-003441,3,disappointed,train
MPATHY-003442,3,disgusted,train
MPATHY-003443,3,confident,train
MPATHY-003444,4,guilty,train
MPATHY-003445,3,excited,train
MPATHY-003446,3,embarrassed,train
MPATHY-003448,3,surprised,train
MPATHY-003449,4,grateful,train
MPATHY-003450,3,content,train
MPATHY-003451,3,angry,train
MPATHY-003452,3,lonely,train
MPATHY-003454,3,annoyed,train
MPATHY-003455,3,impressed,train
MPATHY-003456,3,hopeful,train
MPATHY-003457,3,trusting,train
MPATHY-003458,3,proud,train
MPATHY-003459,3,caring,train
MPATHY-003460,4,impressed,train
MPATHY-003461,3,excited,train
MPATHY-003462,3,content,train
MPATHY-003463,3,disappointed,train
MPATHY-003464,3,disgusted,train
MPATHY-003465,3,nostalgic,train
MPATHY-003466,3,apprehensive,train
MPATHY-003467,3,trusting,train
MPATHY-003468,3,nostalgic,train
MPATHY-003469,3,afraid,train
MPATHY-003471,3,proud,train
MPATHY-003472,4,anticipating,train
MPATHY-003473,3,sad,train
MPATHY-003474,3,impressed,train
MPATHY-003475,3,guilty,train
MPATHY-003476,4,guilty,train
MPATHY-003477,3,nostalgic,train
MPATHY-003478,3,joyful,train
MPATHY-003479,6,surprised,train
MPATHY-003480,3,apprehensive,train
MPATHY-003481,4,nostalgic,train
MPATHY-003482,3,guilty,train
MPATHY-003483,4,trusting,train
MPATHY-003484,4,hopeful,train
MPATHY-003485,3,furious,train
MPATHY-003486,4,prepared,train
MPATHY-003487,3,lonely,train
MPATHY-003488,4,afraid,train
MPATHY-003489,3,anxious,train
MPATHY-003490,4,afraid,train
MPATHY-003491,5,hopeful,train
MPATHY-003492,4,disappointed,train
MPATHY-003493,3,ashamed,train
MPATHY-003494,4,sad,train
MPATHY-003496,4,confident,train
MPATHY-003497,5,excited,train
MPATHY-003498,4,joyful,train
MPATHY-003499,3,disappointed,train
MPATHY-003500,6,jealous,train
MPATHY-003501,7,grateful,train
MPATHY-003502,4,content,train
MPATHY-003504,4,annoyed,train
MPATHY-003505,3,excited,train
MPATHY-003506,4,caring,train
MPATHY-003507,4,surprised,train
MPATHY-003508,3,anticipating,train
MPATHY-003509,4,guilty,train
MPATHY-003511,7,trusting,train
MPATHY-003512,4,annoyed,train
MPATHY-003513,7,guilty,train
MPATHY-003514,5,anxious,train
MPATHY-003515,3,joyful,train
MPATHY-003516,4,embarrassed,train
MPATHY-003517,3,anxious,train
MPATHY-003518,3,prepared,train
MPATHY-003519,4,angry,train
MPATHY-003520,7,sad,train
MPATHY-003521,3,angry,train
MPATHY-003522,7,disappointed,train
MPATHY-003523,7,surprised,train
MPATHY-003524,4,furious,train
MPATHY-003525,3,jealous,train
MPATHY-003526,4,apprehensive,train
MPATHY-003527,3,afraid,train
MPATHY-003530,7,caring,train
MPATHY-003531,5,jealous,train
MPATHY-003532,3,devastated,train
MPATHY-003533,4,angry,train
MPATHY-003534,7,confident,train
MPATHY-003536,4,ashamed,train
MPATHY-003538,5,sad,train
MPATHY-003541,3,annoyed,train
MPATHY-003542,3,sad,train
MPATHY-003543,3,content,train
MPATHY-003544,3,disgusted,train
MPATHY-003545,3,confident,train
MPATHY-003546,3,lonely,train
MPATHY-003547,4,angry,train
MPATHY-003548,3,content,train
MPATHY-003549,3,annoyed,train
MPATHY-003550,4,annoyed,train
MPATHY-003551,3,anxious,train
MPATHY-003553,3,furious,train
MPATHY-003554,3,excited,train
MPATHY-003555,3,disappointed,train
MPATHY-003556,3,joyful,train
MPATHY-003557,3,impressed,train
MPATHY-003558,3,afraid,train
MPATHY-003559,3,hopeful,train
MPATHY-003560,3,confident,train
MPATHY-003561,3,nostalgic,train
MPATHY-003562,3,proud,train
MPATHY-003563,4,disgusted,train
MPATHY-003564,4,trusting,train
MPATHY-003565,4,furious,train
MPATHY-003566,3,surprised,train
MPATHY-003567,3,anxious,train
MPATHY-003568,3,guilty,train
MPATHY-003569,3,angry,train
MPATHY-003570,3,furious,train
MPATHY-003571,4,prepared,train
MPATHY-003573,3,furious,train
MPATHY-003574,3,disgusted,train
MPATHY-003575,3,joyful,train
MPATHY-003576,3,proud,train
MPATHY-003577,4,confident,train
MPATHY-003578,3,devastated,train
MPATHY-003580,4,apprehensive,train
MPATHY-003581,3,prepared,train
MPATHY-003582,3,angry,train
MPATHY-003583,3,sad,train
MPATHY-003584,3,proud,train
MPATHY-003585,3,excited,train
MPATHY-003587,4,anxious,train
MPATHY-003589,4,angry,train
MPATHY-003590,3,guilty,train
MPATHY-003591,4,jealous,train
MPATHY-003592,3,surprised,train
MPATHY-003594,3,ashamed,train
MPATHY-003595,3,impressed,train
MPATHY-003596,4,disappointed,train
MPATHY-003597,3,hopeful,train
MPATHY-003598,4,sentimental,train
MPATHY-003599,3,furious,train
MPATHY-003600,7,sad,train
MPATHY-003601,3,disgusted,train
MPATHY-003602,3,disappointed,train
MPATHY-003603,3,furious,train
MPATHY-003604,3,disgusted,train
MPATHY-003605,3,excited,train
MPATHY-003607,3,angry,train
MPATHY-003608,4,caring,train
MPATHY-003609,4,confident,train
MPATHY-003610,3,annoyed,train
MPATHY-003611,3,joyful,train
MPATHY-003613,3,lonely,train
MPATHY-003614,3,caring,train
MPATHY-003616,3,embarrassed,train
MPATHY-003617,3,proud,train
MPATHY-003618,3,surprised,train
MPATHY-003619,3,devastated,train
MPATHY-003621,3,proud,train
MPATHY-003622,3,annoyed,train
MPATHY-003623,4,prepared,train
MPATHY-003624,3,guilty,train
MPATHY-003625,3,sentimental,train
MPATHY-003627,3,hopeful,train
MPATHY-003629,3,devastated,train
MPATHY-003630,3,excited,train
MPATHY-003631,3,impressed,train
MPATHY-003632,3,ashamed,train
MPATHY-003633,3,confident,train
MPATHY-003635,3,content,train
MPATHY-003636,3,faithful,train
MPATHY-003638,3,anxious,train
MPATHY-003639,3,terrified,train
MPATHY-003640,3,guilty,train
MPATHY-003641,3,disgusted,train
MPATHY-003642,4,prepared,train
MPATHY-003643,4,sad,train
MPATHY-003644,3,disappointed,train
MPATHY-003645,4,ashamed,train
MPATHY-003646,3,proud,train
MPATHY-003647,3,anticipating,train
MPATHY-003648,3,faithful,train
MPATHY-003649,3,angry,train
MPATHY-003651,3,faithful,train
MPATHY-003652,3,nostalgic,train
MPATHY-003653,3,afraid,train
MPATHY-003654,3,angry,train
MPATHY-003656,3,impressed,train
MPATHY-003658,4,afraid,train
MPATHY-003659,3,caring,train
MPATHY-003661,4,joyful,train
MPATHY-003662,3,annoyed,train
MPATHY-003663,3,content,train
MPATHY-003664,3,jealous,train
MPATHY-003665,4,proud,train
MPATHY-003666,3,anxious,train
MPATHY-003667,3,guilty,train
MPATHY-003668,3,trusting,train
MPATHY-003669,3,disgusted,train
MPATHY-003671,3,surprised,train
MPATHY-003672,3,disappointed,train
MPATHY-003673,3,grateful,train
MPATHY-003674,3,guilty,train
MPATHY-003675,3,anticipating,train
MPATHY-003677,3,angry,train
MPATHY-003680,3,disgusted,train
MPATHY-003683,3,hopeful,train
MPATHY-003684,3,nostalgic,train
MPATHY-003685,4,hopeful,train
MPATHY-003686,3,afraid,train
MPATHY-003688,3,ashamed,train
MPATHY-003689,3,joyful,train
MPATHY-003690,3,apprehensive,train
MPATHY-003691,3,anxious,train
MPATHY-003692,3,anxious,train
MPATHY-003693,3,furious,train
MPATHY-003694,3,impressed,train
MPATHY-003696,3,disappointed,train
MPATHY-003697,4,confident,train
MPATHY-003699,3,nostalgic,train
MPATHY-003700,3,nostalgic,train
MPATHY-003701,3,content,train
MPATHY-003702,3,surprised,train
MPATHY-003705,3,annoyed,train
MPATHY-003706,4,devastated,train
MPATHY-003707,3,jealous,train
MPATHY-003708,3,guilty,train
MPATHY-003710,3,confident,train
MPATHY-003711,3,angry,train
MPATHY-003712,3,surprised,train
MPATHY-003713,3,hopeful,train
MPATHY-003714,3,devastated,train
MPATHY-003715,4,terrified,train
MPATHY-003716,3,content,train
MPATHY-003718,3,excited,train
MPATHY-003719,3,joyful,train
MPATHY-003720,3,sentimental,train
MPATHY-003721,3,sad,train
MPATHY-003722,3,lonely,train
MPATHY-003724,3,afraid,train
MPATHY-003726,3,anticipating,train
MPATHY-003727,3,joyful,train
MPATHY-003728,3,excited,train
MPATHY-003730,3,jealous,train
MPATHY-003731,3,grateful,train
MPATHY-003732,3,guilty,train
MPATHY-003733,3,angry,train
MPATHY-003734,3,lonely,train
MPATHY-003736,3,guilty,train
MPATHY-003738,3,furious,train
MPATHY-003740,3,embarrassed,train
MPATHY-003741,3,terrified,train
MPATHY-003742,3,proud,train
MPATHY-003743,4,sad,train
MPATHY-003744,3,afraid,train
MPATHY-003745,3,joyful,train
MPATHY-003746,3,confident,train
MPATHY-003747,3,sad,train
MPATHY-003749,3,content,train
MPATHY-003751,7,embarrassed,train
MPATHY-003752,3,confident,train
MPATHY-003753,3,guilty,train
MPATHY-003754,3,joyful,train
MPATHY-003755,3,sentimental,train
MPATHY-003756,3,sentimental,train
MPATHY-003757,4,joyful,train
MPATHY-003758,3,hopeful,train
MPATHY-003759,3,excited,train
MPATHY-003760,3,joyful,train
MPATHY-003761,3,nostalgic,train
MPATHY-003762,3,confident,train
MPATHY-003763,3,excited,train
MPATHY-003764,3,sad,train
MPATHY-003765,3,nostalgic,train
MPATHY-003766,3,jealous,train
MPATHY-003767,4,confident,train
MPATHY-003768,5,anxious,train
MPATHY-003770,3,surprised,train
MPATHY-003772,3,prepared,train
MPATHY-003773,3,hopeful,train
MPATHY-003775,3,grateful,train
MPATHY-003776,3,surprised,train
MPATHY-003777,3,angry,train
MPATHY-003778,3,trusting,train
MPATHY-003780,3,sad,train
MPATHY-003781,4,terrified,train
MPATHY-003782,3,anxious,train
MPATHY-003783,3,disgusted,train
MPATHY-003784,3,sentimental,train
MPATHY-003785,3,prepared,train
MPATHY-003786,3,anticipating,train
MPATHY-003787,2,caring,train
MPATHY-003788,3,joyful,train
MPATHY-003789,3,disappointed,train
MPATHY-003790,3,caring,train
MPATHY-003791,3,prepared,train
MPATHY-003792,3,grateful,train
MPATHY-003793,3,surprised,train
MPATHY-003794,3,terrified,train
MPATHY-003795,3,impressed,train
MPATHY-003797,3,lonely,train
MPATHY-003798,3,sentimental,train
MPATHY-003799,3,sad,train
MPATHY-003800,3,embarrassed,train
MPATHY-003801,3,sad,train
MPATHY-003802,3,grateful,train
MPATHY-003803,2,disgusted,train
MPATHY-003804,3,surprised,train
MPATHY-003805,3,guilty,train
MPATHY-003806,3,embarrassed,train
MPATHY-003807,3,ashamed,train
MPATHY-003808,3,surprised,train
MPATHY-003810,3,grateful,train
MPATHY-003811,4,afraid,train
MPATHY-003812,3,jealous,train
MPATHY-003813,3,sentimental,train
MPATHY-003815,3,furious,train
MPATHY-003816,3,furious,train
MPATHY-003817,3,jealous,train
MPATHY-003819,3,furious,train
MPATHY-003820,3,prepared,train
MPATHY-003821,3,annoyed,train
MPATHY-003822,3,angry,train
MPATHY-003824,3,prepared,train
MPATHY-003827,4,hopeful,train
MPATHY-003829,3,guilty,train
MPATHY-003830,3,nostalgic,train
MPATHY-003831,3,afraid,train
MPATHY-003832,3,sentimental,train
MPATHY-003835,3,nostalgic,train
MPATHY-003836,3,anticipating,train
MPATHY-003837,3,trusting,train
MPATHY-003838,3,surprised,train
MPATHY-003839,3,sentimental,train
MPATHY-003840,3,apprehensive,train
MPATHY-003841,3,proud,train
MPATHY-003842,3,sad,train
MPATHY-003843,5,proud,train
MPATHY-003845,3,proud,train
MPATHY-003846,3,grateful,train
MPATHY-003847,3,grateful,train
MPATHY-003848,3,disappointed,train
MPATHY-003850,3,caring,train
MPATHY-003851,3,hopeful,train
MPATHY-003852,3,hopeful,train
MPATHY-003853,3,prepared,train
MPATHY-003854,3,lonely,train
MPATHY-003855,3,devastated,train
MPATHY-003858,3,excited,train
MPATHY-003859,3,embarrassed,train
MPATHY-003860,3,angry,train
MPATHY-003861,3,proud,train
MPATHY-003862,3,terrified,train
MPATHY-003863,3,afraid,train
MPATHY-003864,3,jealous,train
MPATHY-003865,4,caring,train
MPATHY-003867,3,impressed,train
MPATHY-003868,3,surprised,train
MPATHY-003870,3,anxious,train
MPATHY-003871,3,sentimental,train
MPATHY-003872,3,lonely,train
MPATHY-003873,3,hopeful,train
MPATHY-003874,3,nostalgic,train
MPATHY-003875,3,anticipating,train
MPATHY-003877,3,apprehensive,train
MPATHY-003878,3,impressed,train
MPATHY-003879,3,guilty,train
MPATHY-003880,3,surprised,train
MPATHY-003881,3,excited,train
MPATHY-003882,3,grateful,train
MPATHY-003883,3,disgusted,train
MPATHY-003884,3,annoyed,train
MPATHY-003885,3,disgusted,train
MPATHY-003888,3,lonely,train
MPATHY-003889,4,angry,train
MPATHY-003890,3,joyful,train
MPATHY-003891,3,impressed,train
MPATHY-003893,3,guilty,train
MPATHY-003894,3,grateful,train
MPATHY-003895,3,proud,train
MPATHY-003896,3,confident,train
MPATHY-003898,5,apprehensive,train
MPATHY-003900,3,content,train
MPATHY-003901,3,guilty,train
MPATHY-003903,3,surprised,train
MPATHY-003904,3,surprised,train
MPATHY-003906,3,apprehensive,train
MPATHY-003907,3,sad,train
MPATHY-003908,3,annoyed,train
MPATHY-003909,3,proud,train
MPATHY-003910,3,content,train
MPATHY-003911,3,embarrassed,train
MPATHY-003913,3,surprised,train
MPATHY-003914,3,excited,train
MPATHY-003916,3,hopeful,train
MPATHY-003917,3,annoyed,train
MPATHY-003919,3,lonely,train
MPATHY-003920,3,jealous,train
MPATHY-003921,3,impressed,train
MPATHY-003923,5,afraid,train
MPATHY-003925,3,grateful,train
MPATHY-003926,3,furious,train
MPATHY-003927,3,trusting,train
MPATHY-003928,3,surprised,train
MPATHY-003929,3,proud,train
MPATHY-003930,3,furious,train
MPATHY-003931,3,anticipating,train
MPATHY-003933,3,guilty,train
MPATHY-003934,3,embarrassed,train
MPATHY-003936,3,anxious,train
MPATHY-003937,3,anxious,train
MPATHY-003938,3,caring,train
